name,height,length,width,brand,city_mpg,highway_mpg,transmission_type,engine_torque,engine_horsepower,year,is_hybrid
2011 Land Rover Range Rover HSE LUX,85,109,242,Land Rover,12,18,Automatic transmission,375,375,2011,True
2011 Land Rover Range Rover HSE,85,109,242,Land Rover,12,18,Automatic transmission,375,375,2011,True
2010 Land Rover Range Rover Supercharged,85,109,242,Land Rover,12,18,Automatic transmission,461,510,2010,True
2010 Land Rover Range Rover HSE,85,109,242,Land Rover,12,18,Automatic transmission,375,375,2010,True
2012 Land Rover Range Rover Evoque Dynamic,99,14,77,Land Rover,18,28,Automatic transmission,251,240,2012,True
2012 Land Rover Range Rover Evoque Pure,99,4,77,Land Rover,18,28,Automatic transmission,251,240,2012,True
2012 Land Rover Range Rover Evoque Coupe Pure,69,4,77,Land Rover,18,28,Automatic transmission,251,240,2012,True
2012 Land Rover Range Rover Evoque Coupe Dynamic,69,14,77,Land Rover,18,28,Automatic transmission,251,240,2012,True
2012 Land Rover Range Rover Evoque Prestige,99,4,77,Land Rover,18,28,Automatic transmission,251,240,2012,True
2011 Chrysler 200 Touring Convertible,190,83,49,Chrysler,18,29,Automatic transmission,166,173,2011,True
2011 Chrysler 200 Limited Convertible,190,83,49,Chrysler,14,21,Automatic transmission,260,283,2011,True
2011 Chrysler 200 S Convertible,114,58,24,Chrysler,19,29,Automatic transmission,260,283,2011,True
2010 Ferrari 612 Scaglietti,63,38,163,Ferrari,9,16,Automatic transmission,434,540,2010,True
2011 Land Rover Range Rover Sport HSE,252,167,209,Land Rover,13,18,Automatic transmission,375,375,2011,True
2011 Land Rover Range Rover Sport Supercharged,252,167,209,Land Rover,12,17,Automatic transmission,461,510,2011,True
2011 Land Rover Range Rover Sport HSE LUX,252,167,209,Land Rover,13,18,Automatic transmission,375,375,2011,True
2010 Chrysler Sebring LX Convertible,205,58,24,Chrysler,20,29,Automatic transmission,166,173,2010,True
2010 Chrysler Sebring Touring Convertible,205,58,24,Chrysler,13,19,Automatic transmission,191,186,2010,True
2010 Chrysler Sebring Limited Convertible,205,58,24,Chrysler,16,27,Automatic transmission,232,235,2010,True
2010 Land Rover Range Rover Sport HSE,247,174,140,Land Rover,13,18,Automatic transmission,375,375,2010,True
2010 Land Rover Range Rover Sport Supercharged,247,174,140,Land Rover,12,17,Automatic transmission,461,510,2010,True
2010 Chrysler Sebring Touring Sedan,218,233,16,Chrysler,21,30,Automatic transmission,166,173,2010,True
2010 Chrysler Sebring Limited Sedan,218,233,16,Chrysler,21,30,Automatic transmission,166,173,2010,True
2011 Land Rover Range Rover Sport Autobiography,252,167,209,Land Rover,12,17,Automatic transmission,461,510,2011,True
2011 Saab 9-3 2.0T SportCombi,216,63,8,Saab,21,31,Manual transmission,221,210,2011,True
2011 Saab 9-3 2.0T Aero SportCombi MT,216,63,8,Saab,21,31,Manual transmission,221,210,2011,True
2011 Saab 9-3 2.0T SportCombi XWD,249,80,8,Saab,17,27,Automatic transmission,221,210,2011,True
2011 Saab 9-3 2.0T SportCombi AT,216,63,8,Saab,19,28,Automatic transmission,221,210,2011,True
2011 Saab 9-3 2.0T Aero SportCombi,216,63,8,Saab,19,27,Automatic transmission,221,210,2011,True
2011 Saab 9-3 2.0T SportCombi XWD MT,249,80,8,Saab,20,29,Manual transmission,221,210,2011,True
2012 Scion tC,134,67,3,Scion,23,31,Manual transmission,173,180,2012,True
2012 Scion tC AT,134,67,3,Scion,23,31,Automatic transmission,173,180,2012,True
2012 Scion tC 7.0,134,67,3,Scion,23,31,Manual transmission,173,180,2012,True
2012 Scion tC 7.0 AT,134,67,3,Scion,23,31,Automatic transmission,173,180,2012,True
2011 Scion tC,134,67,3,Scion,23,31,Manual transmission,173,180,2011,True
2011 Scion tC AT,134,67,3,Scion,23,31,Automatic transmission,173,180,2011,True
2010 Scion tC,134,67,219,Scion,20,27,Manual transmission,162,161,2010,True
2010 Scion tC AT,134,67,219,Scion,21,29,Automatic transmission,162,161,2010,True
2011 Aston Martin DB9 Coup,246,102,83,Aston Martin,11,17,Manual transmission,443,470,2011,True
2011 Aston Martin DB9 Coup AT,246,102,83,Aston Martin,13,20,Automatic transmission,443,470,2011,True
2010 Scion tC 6.0,134,67,219,Scion,20,27,Manual transmission,162,161,2010,True
2010 Scion tC 6.0 AT,134,67,219,Scion,21,29,Automatic transmission,162,161,2010,True
2010 Aston Martin DB9 Coup,246,102,83,Aston Martin,11,17,Manual transmission,443,470,2010,True
2010 Aston Martin DB9 Coup AT,20,103,87,Aston Martin,13,20,Automatic transmission,443,470,2010,True
2010 Saab 9-3 2.0T SportCombi XWD MT,249,80,8,Saab,20,29,Manual transmission,221,210,2010,True
2010 Saab 9-3 2.0T SportCombi AT,216,63,8,Saab,19,27,Automatic transmission,221,210,2010,True
2010 Saab 9-3 2.0T Aero SportCombi MT,216,63,8,Saab,21,31,Manual transmission,221,210,2010,True
2010 Saab 9-3 2.0T SportCombi XWD,249,80,8,Saab,17,27,Automatic transmission,221,210,2010,True
2010 Saab 9-3 2.0T Aero SportCombi,216,63,8,Saab,19,27,Automatic transmission,221,210,2010,True
2012 MINI Cooper Hardtop,127,139,148,MINI,29,37,Manual transmission,114,121,2012,True
2012 MINI Cooper Hardtop AT,127,139,148,MINI,28,36,Automatic transmission,114,121,2012,True
2012 MINI Cooper S Hardtop,127,144,148,MINI,27,35,Manual transmission,177,181,2012,True
2012 MINI Cooper S Hardtop AT,127,144,148,MINI,26,34,Automatic transmission,177,181,2012,True
2012 MINI John Cooper Works Hardtop,127,144,148,MINI,25,33,Manual transmission,192,208,2012,True
2011 MINI Cooper Hardtop,127,139,148,MINI,29,37,Manual transmission,114,121,2011,True
2011 MINI Cooper Hardtop AT,127,139,148,MINI,28,36,Automatic transmission,114,121,2011,True
2011 MINI Cooper S Hardtop,127,144,148,MINI,27,35,Manual transmission,177,181,2011,True
2011 MINI Cooper S Hardtop AT,127,144,148,MINI,26,34,Automatic transmission,177,181,2011,True
2011 MINI John Cooper Works Hardtop,127,144,148,MINI,25,33,Manual transmission,192,208,2011,True
2010 MINI Cooper Hardtop,127,114,148,MINI,28,37,Manual transmission,114,118,2010,True
2010 MINI Cooper Hardtop AT,127,114,148,MINI,25,33,Automatic transmission,114,118,2010,True
2010 MINI Cooper S Hardtop,127,129,148,MINI,26,34,Manual transmission,177,172,2010,True
2010 MINI Cooper S Hardtop AT,127,129,148,MINI,24,32,Automatic transmission,177,172,2010,True
2010 MINI John Cooper Works Hardtop,127,129,148,MINI,25,33,Manual transmission,192,208,2010,True
2012 MINI Cooper Convertible,134,139,148,MINI,27,35,Manual transmission,114,121,2012,True
2012 MINI Cooper Convertible AT,134,139,148,MINI,27,35,Automatic transmission,114,121,2012,True
2012 MINI Cooper S Convertible,134,144,148,MINI,27,35,Manual transmission,177,181,2012,True
2012 MINI Cooper S Convertible AT,134,144,148,MINI,26,34,Automatic transmission,177,181,2012,True
2012 MINI John Cooper Works Convertible,134,144,148,MINI,25,33,Manual transmission,192,208,2012,True
2011 MINI Cooper Convertible,134,139,148,MINI,28,35,Manual transmission,114,121,2011,True
2011 MINI Cooper Convertible AT,134,139,148,MINI,27,36,Automatic transmission,114,121,2011,True
2011 MINI Cooper S Convertible,134,144,148,MINI,27,35,Manual transmission,177,181,2011,True
2011 MINI Cooper S Convertible AT,134,144,148,MINI,26,34,Automatic transmission,177,181,2011,True
2011 MINI John Cooper Works Convertible,134,144,148,MINI,25,33,Manual transmission,192,208,2011,True
2010 MINI Cooper Convertible,127,114,148,MINI,28,36,Manual transmission,114,118,2010,True
2010 MINI Cooper Convertible AT,127,114,148,MINI,25,33,Automatic transmission,114,118,2010,True
2010 MINI Cooper S Convertible,127,129,148,MINI,26,34,Manual transmission,177,172,2010,True
2010 MINI Cooper S Convertible AT,127,129,148,MINI,24,32,Automatic transmission,177,172,2010,True
2010 MINI John Cooper Works Convertible,127,129,148,MINI,25,33,Manual transmission,192,208,2010,True
2011 Jaguar XJ,167,3,102,Jaguar,16,23,Automatic transmission,380,385,2011,True
2011 Jaguar XJL,167,127,102,Jaguar,15,22,Automatic transmission,380,385,2011,True
2011 Jaguar XJ Supercharged,167,3,102,Jaguar,15,21,Automatic transmission,424,470,2011,True
2011 Jaguar XJL Supercharged,167,127,102,Jaguar,15,21,Automatic transmission,424,470,2011,True
2011 Jaguar XJ Supersport,167,3,102,Jaguar,15,21,Automatic transmission,461,510,2011,True
2011 Jaguar XJL Supersport,167,127,102,Jaguar,15,21,Automatic transmission,461,510,2011,True
2012 Chevrolet Malibu 1LS,170,7,249,Chevrolet,22,33,Automatic transmission,160,169,2012,True
2012 Chevrolet Malibu 1LT,170,7,249,Chevrolet,22,33,Automatic transmission,160,169,2012,True
2012 Chevrolet Malibu 2LT,170,7,249,Chevrolet,22,33,Automatic transmission,160,169,2012,True
2012 Chevrolet Malibu 3LT,170,7,249,Chevrolet,17,26,Automatic transmission,251,252,2012,True
2012 Chevrolet Malibu 1LZ,170,7,249,Chevrolet,22,33,Automatic transmission,160,169,2012,True
2012 Chevrolet Malibu 2LZ,170,7,249,Chevrolet,17,26,Automatic transmission,251,252,2012,True
2010 Chrysler Sebring Limited Sedan 3.5L,218,233,16,Chrysler,16,27,Automatic transmission,232,235,2010,True
2012 MINI Cooper Clubman,144,119,148,MINI,27,35,Manual transmission,114,121,2012,True
2012 MINI Cooper Clubman AT,144,119,148,MINI,27,35,Automatic transmission,114,121,2012,True
2012 MINI Cooper S Clubman,152,119,148,MINI,27,35,Manual transmission,177,181,2012,True
2012 MINI Cooper S Clubman AT,152,119,148,MINI,26,34,Automatic transmission,177,181,2012,True
2012 MINI John Cooper Works Clubman,152,119,148,MINI,25,33,Manual transmission,192,208,2012,True
2011 Aston Martin DBS Volante,9,112,113,Aston Martin,11,17,Manual transmission,420,510,2011,True
2011 Aston Martin DBS Volante AT,9,112,113,Aston Martin,12,18,Automatic transmission,420,510,2011,True
2011 MINI Cooper Clubman,144,119,148,MINI,28,35,Manual transmission,114,121,2011,True
2011 MINI Cooper Clubman AT,144,119,148,MINI,27,36,Automatic transmission,114,121,2011,True
2011 MINI Cooper S Clubman,152,119,148,MINI,27,35,Manual transmission,177,181,2011,True
2011 MINI Cooper S Clubman AT,152,119,148,MINI,26,34,Automatic transmission,177,181,2011,True
2011 MINI John Cooper Works Clubman,152,119,148,MINI,25,33,Manual transmission,192,208,2011,True
2010 MINI Cooper Clubman,147,99,148,MINI,28,36,Manual transmission,114,118,2010,True
2010 MINI Cooper Clubman AT,147,99,148,MINI,25,33,Automatic transmission,114,118,2010,True
2010 MINI Cooper S Clubman,152,117,148,MINI,26,34,Manual transmission,177,172,2010,True
2010 MINI Cooper S Clubman AT,152,117,148,MINI,24,32,Automatic transmission,177,172,2010,True
2010 MINI John Cooper Works Clubman,152,117,148,MINI,25,33,Manual transmission,192,208,2010,True
2011 Aston Martin Rapide,80,155,137,Aston Martin,13,19,Automatic transmission,443,470,2011,True
2011 Aston Martin Rapide Luxe,80,155,137,Aston Martin,13,19,Automatic transmission,443,470,2011,True
2011 Chrysler 200 LX Sedan,203,5,49,Chrysler,21,30,Automatic transmission,166,173,2011,True
2011 Chrysler 200 Touring Sedan,203,5,49,Chrysler,20,31,Automatic transmission,166,173,2011,True
2011 Chrysler 200 Limited Sedan,203,5,49,Chrysler,20,31,Automatic transmission,166,173,2011,True
2011 Chrysler 200 S Sedan,203,5,49,Chrysler,14,21,Automatic transmission,260,283,2011,True
2011 Jaguar XK Convertible,48,184,100,Jaguar,16,22,Automatic transmission,380,385,2011,True
2011 Jaguar XKR Convertible,48,184,100,Jaguar,15,22,Automatic transmission,461,510,2011,True
2011 Jaguar XK Coup,40,184,100,Jaguar,16,24,Automatic transmission,380,385,2011,True
2011 Jaguar XKR Coup,40,184,100,Jaguar,15,22,Automatic transmission,461,510,2011,True
2011 Jaguar XKR175 75th Anniversary Limited Ed. Coup,40,184,100,Jaguar,15,22,Automatic transmission,461,510,2011,True
2011 Chrysler 300,203,180,113,Chrysler,18,27,Automatic transmission,260,292,2011,True
2011 Chrysler 300 Limited,205,180,113,Chrysler,18,27,Automatic transmission,260,292,2011,True
2011 Chrysler 300C RWD,205,180,113,Chrysler,16,25,Automatic transmission,394,363,2011,True
2011 Chrysler 300C AWD,223,180,113,Chrysler,15,23,Automatic transmission,394,363,2011,True
2010 Jaguar XK Convertible,48,184,100,Jaguar,16,22,Automatic transmission,380,385,2010,True
2010 Jaguar XKR Convertible,48,184,100,Jaguar,15,22,Automatic transmission,461,510,2010,True
2010 Subaru Impreza Sedan 2.5i Premium AT,195,227,203,Subaru,20,26,Automatic transmission,170,170,2011,True
2010 Subaru Impreza Sedan 2.5i Premium,195,227,203,Subaru,20,27,Manual transmission,170,170,2011,True
2010 Subaru Impreza Sedan 2.5GT,195,227,203,Subaru,19,24,Automatic transmission,226,224,2010,True
2010 Jaguar XKR Coup,40,184,100,Jaguar,15,22,Automatic transmission,461,510,2010,True
2010 Jaguar XK Coup,40,184,100,Jaguar,16,24,Automatic transmission,380,385,2010,True
2011 Jaguar XF Premium,180,96,85,Jaguar,16,23,Automatic transmission,380,385,2011,True
2011 Jaguar XF,180,96,85,Jaguar,16,23,Automatic transmission,380,385,2011,True
2011 Jaguar XFR,180,96,85,Jaguar,15,21,Automatic transmission,461,510,2011,True
2011 Jaguar XF Supercharged,180,96,85,Jaguar,15,21,Automatic transmission,424,470,2011,True
2011 Jeep Patriot Sport 4x2,127,62,221,Jeep,23,29,Manual transmission,141,158,2011,True
2011 Jeep Patriot Sport 2.4L 4x2,127,62,221,Jeep,23,28,Manual transmission,165,172,2011,True
2011 Jeep Patriot Sport 4x4,160,62,221,Jeep,22,28,Manual transmission,165,172,2011,True
2011 Jeep Patriot Latitude 4x2,127,62,221,Jeep,23,29,Manual transmission,141,158,2011,True
2011 Jeep Patriot Latitude 2.4L 4x2,127,62,221,Jeep,23,28,Manual transmission,165,172,2011,True
2011 Jeep Patriot Latitude 4x4,160,62,221,Jeep,22,28,Manual transmission,165,172,2011,True
2011 Jeep Patriot Latitude X 4x2,127,62,221,Jeep,23,28,Manual transmission,165,172,2011,True
2011 Jeep Patriot Latitude X 4x4,160,62,221,Jeep,22,28,Manual transmission,165,172,2011,True
2011 Jeep Patriot Latitude X 70th Anniversary 4x2,127,62,221,Jeep,23,28,Manual transmission,165,172,2011,True
2011 Jeep Patriot Latitude X 70th Anniversary 4x4,160,62,221,Jeep,22,28,Manual transmission,165,172,2011,True
2010 Chrysler 300 Touring,203,134,90,Chrysler,18,26,Automatic transmission,190,178,2010,True
2010 Chrysler 300 Touring AWD,203,134,90,Chrysler Group LLC,17,23,Automatic transmission,250,250,2010,True
2010 Chrysler 300 Touring Plus,203,134,90,Chrysler Group LLC,17,25,Automatic transmission,250,250,2010,True
2010 Chrysler 300 Limited,203,134,90,Chrysler Group LLC,17,25,Automatic transmission,250,250,2010,True
2010 Chrysler 300 Limited AWD,203,134,90,Chrysler Group LLC,17,23,Automatic transmission,250,250,2010,True
2010 Chrysler 300 C Hemi,203,134,90,Chrysler,16,25,Automatic transmission,389,360,2010,True
2010 Chrysler 300 C AWD,203,134,90,Chrysler,16,23,Automatic transmission,389,360,2010,True
2010 Chrysler 300 S V6,203,134,90,Chrysler Group LLC,17,25,Automatic transmission,250,250,2010,True
2010 Chrysler 300 S V8,203,134,90,Chrysler,16,25,Automatic transmission,389,360,2010,True
2010 Chrysler 300 SRT8,190,134,90,Chrysler Group LLC,13,19,Automatic transmission,420,425,2010,True
2011 Chrysler Town and Country Touring,188,31,206,Chrysler,17,25,Automatic transmission,260,283,2011,True
2011 Chrysler Town and Country Touring-L,188,31,206,Chrysler,17,25,Automatic transmission,260,283,2011,True
2011 Chrysler Town and Country Limited,188,31,206,Chrysler,17,25,Automatic transmission,260,283,2011,True
2010 Chrysler Town and Country LX,214,23,161,Chrysler,16,23,Automatic transmission,230,197,2010,True
2010 Chrysler Town and Country Limited,214,23,161,Chrysler,17,25,Automatic transmission,259,251,2010,True
2010 Chrysler Town and Country Touring,214,23,161,Chrysler,16,23,Automatic transmission,230,197,2010,True
2010 Chrysler Town and Country Touring Plus,214,23,161,Chrysler,16,23,Automatic transmission,230,197,2010,True
2010 Jaguar XF,180,96,85,Jaguar,16,25,Automatic transmission,310,300,2010,True
2010 Jaguar XF Premium,180,96,85,Jaguar,16,23,Automatic transmission,380,385,2010,True
2010 Jaguar XF Supercharged,180,96,85,Jaguar,15,21,Automatic transmission,424,470,2010,True
2010 Jaguar XFR,180,96,85,Jaguar,15,21,Automatic transmission,461,510,2010,True
2010 Jeep Patriot Sport,132,57,219,Jeep,23,29,Manual transmission,141,158,2010,True
2010 Jeep Patriot Sport 2.4L,132,57,219,Jeep,23,28,Manual transmission,165,172,2010,True
2010 Jeep Patriot Sport 4x4,132,57,219,Jeep,23,28,Manual transmission,165,172,2010,True
2010 Jeep Patriot Sport Fleet,132,57,219,Jeep,23,29,Manual transmission,141,158,2010,True
2010 Jeep Patriot Sport Fleet 2.4L,132,57,219,Jeep,23,28,Manual transmission,165,172,2010,True
2010 Jeep Patriot Sport Fleet 4x4,132,57,219,Jeep,23,28,Manual transmission,165,172,2010,True
2010 Jeep Patriot Limited,132,57,219,Jeep,23,28,Manual transmission,165,172,2010,True
2010 Jeep Patriot Limited 4x4,132,57,219,Jeep,23,28,Manual transmission,165,172,2010,True
2011 Lotus Elise R,93,200,183,Lotus,21,27,Manual transmission,133,189,2011,True
2011 Lotus Elise SC,93,200,183,Lotus,20,26,Manual transmission,155,217,2011,True
2010 Lotus Elise SC,93,200,183,Lotus,20,26,Manual transmission,156,218,2010,True
2009 Lotus Elise,93,200,183,Lotus,21,27,Manual transmission,133,189,2009,True
2009 Lotus Elise SC,93,200,183,Lotus,20,26,Manual transmission,156,218,2009,True
2011 Chevrolet Malibu LS,170,7,249,Chevrolet,22,33,Automatic transmission,160,169,2011,True
2011 Chevrolet Malibu 1LT,170,7,249,Chevrolet,22,33,Automatic transmission,160,169,2011,True
2011 Chevrolet Malibu 2LT,170,7,249,Chevrolet,22,33,Automatic transmission,160,169,2011,True
2011 Chevrolet Malibu 2LT V6,170,7,249,Chevrolet,17,26,Automatic transmission,251,252,2011,True
2011 Chevrolet Malibu LTZ,170,7,249,Chevrolet,22,33,Automatic transmission,160,169,2011,True
2011 Chevrolet Malibu LTZ V6,170,7,249,Chevrolet,17,26,Automatic transmission,251,252,2011,True
2011 Lotus Evora,197,244,57,Lotus,17,27,Manual transmission,258,276,2011,True
2012 MINI Cooper Countryman,26,11,252,MINI,27,35,Manual transmission,114,121,2012,True
2012 MINI Cooper Countryman AT,26,11,252,MINI,25,30,Automatic transmission,114,121,2012,True
2012 MINI Cooper S Countryman,26,13,252,MINI,26,32,Manual transmission,177,181,2012,True
2012 MINI Cooper S Countryman AT,26,13,252,MINI,25,32,Automatic transmission,177,181,2012,True
2012 MINI Cooper S Countryman All4,26,13,252,MINI,25,31,Manual transmission,177,181,2012,True
2012 MINI Cooper S Countryman All4 AT,26,13,252,MINI,23,30,Automatic transmission,177,181,2012,True
2011 MINI Cooper Countryman,26,11,252,MINI,28,35,Manual transmission,114,121,2011,True
2011 MINI Cooper Countryman AT,26,11,252,MINI,25,30,Automatic transmission,114,121,2011,True
2011 MINI Cooper S Countryman,26,13,252,MINI,26,32,Manual transmission,177,181,2011,True
2011 MINI Cooper S Countryman AT,26,13,252,MINI,25,32,Automatic transmission,177,181,2011,True
2011 MINI Cooper S Countryman All4,26,13,252,MINI,25,31,Manual transmission,177,181,2011,True
2011 MINI Cooper S Countryman All4 AT,26,13,252,MINI,23,30,Automatic transmission,177,181,2011,True
2010 Chevrolet Malibu LS,170,7,249,Chevrolet,22,30,Automatic transmission,160,169,2010,True
2010 Chevrolet Malibu Fleet,170,7,249,Chevrolet,22,30,Automatic transmission,158,170,2010,True
2010 Chevrolet Malibu 1LT,170,7,249,Chevrolet,22,33,Automatic transmission,160,169,2010,True
2010 Chevrolet Malibu 2LT,170,7,249,Chevrolet,22,33,Automatic transmission,160,169,2010,True
2010 Chevrolet Malibu 2LT V6,170,7,249,Chevrolet,17,26,Automatic transmission,251,252,2010,True
2010 Chevrolet Malibu LTZ,170,7,249,Chevrolet,22,33,Automatic transmission,160,169,2010,True
2010 Chevrolet Malibu LTZ V6,170,7,249,Chevrolet,17,26,Automatic transmission,251,252,2010,True
2011 Lotus Exige S240,134,213,191,Lotus,20,26,Manual transmission,170,240,2011,True
2011 Lotus Exige S260,134,213,191,Lotus,20,26,Manual transmission,174,257,2011,True
2010 Lotus Exige S240,146,200,183,Lotus,20,26,Manual transmission,170,240,2010,True
2009 Lotus Exige S240,144,200,191,Lotus,20,26,Manual transmission,170,240,2009,True
2009 Lotus Exige S260,134,213,191,Lotus,21,27,Manual transmission,174,257,2009,True
2012 Chevrolet Sonic Sedan 1LS,236,44,198,Chevrolet,26,35,Manual transmission,125,138,2012,True
2012 Chevrolet Sonic Sedan 2LS,236,44,198,Chevrolet,25,35,Automatic transmission,125,138,2012,True
2012 Chevrolet Sonic Sedan 1LT,236,44,198,Chevrolet,26,35,Manual transmission,125,138,2012,True
2012 Chevrolet Sonic Sedan 2LT,236,44,198,Chevrolet,25,35,Automatic transmission,125,138,2012,True
2012 Chevrolet Sonic Sedan 1LZ,236,44,198,Chevrolet,26,35,Manual transmission,125,138,2012,True
2012 Chevrolet Sonic Sedan 2LZ,236,44,198,Chevrolet,25,35,Automatic transmission,125,138,2012,True
2010 Chevrolet Malibu Hybrid Fleet,170,7,249,Chevrolet,26,34,Automatic transmission,159,164,2010,True
2011 Maserati GranTurismo Coup,73,17,123,Maserati,13,20,Automatic transmission,339,405,2011,True
2011 Maserati GranTurismo Coup S AT,73,17,123,Maserati,13,20,Automatic transmission,361,433,2011,True
2010 Maserati GranTurismo Coup,73,17,123,Maserati,12,19,Automatic transmission,339,405,2010,True
2010 Maserati GranTurismo Coup S AT,73,17,123,Maserati,12,19,Automatic transmission,361,433,2010,True
2011 Maserati GranTurismo Convertible,73,17,54,Maserati,12,20,Automatic transmission,361,433,2011,True
2010 Maserati GranTurismo Convertible,73,17,123,Maserati,12,19,Automatic transmission,361,433,2010,True
2011 Maserati Quattroporte,157,233,102,Maserati,12,20,Automatic transmission,339,400,2011,True
2011 Maserati Quattroporte S,157,233,102,Maserati,12,19,Automatic transmission,361,430,2011,True
2011 Maserati Quattroporte Sport GT S,142,233,102,Maserati,12,19,Automatic transmission,361,440,2011,True
2011 Jeep Wrangler Sport,34,41,79,Jeep,15,19,Manual transmission,237,202,2011,True
2011 Jeep Wrangler Sport AT,34,41,79,Jeep,15,19,Automatic transmission,237,202,2011,True
2011 Jeep Wrangler Sport S,34,41,79,Jeep,15,19,Manual transmission,237,202,2011,True
2011 Jeep Wrangler Sport S AT,34,41,79,Jeep,15,19,Automatic transmission,237,202,2011,True
2011 Jeep Wrangler Sahara,34,41,79,Jeep,15,19,Manual transmission,237,202,2011,True
2011 Jeep Wrangler Sahara AT,34,41,79,Jeep,15,19,Automatic transmission,237,202,2011,True
2011 Jeep Wrangler Sahara 70th Anniversary,34,41,79,Jeep,15,19,Manual transmission,237,202,2011,True
2011 Jeep Wrangler Sahara 70th Anniversary AT,34,41,79,Jeep,15,19,Automatic transmission,237,202,2011,True
2011 Jeep Wrangler Mojave,8,41,79,Jeep,15,19,Manual transmission,237,202,2011,True
2011 Jeep Wrangler Mojave AT,8,41,79,Jeep,15,19,Automatic transmission,237,202,2011,True
2011 Jeep Wrangler Rubicon,34,41,79,Jeep,15,19,Manual transmission,237,202,2011,True
2011 Jeep Wrangler Rubicon AT,34,41,79,Jeep,15,19,Automatic transmission,237,202,2011,True
2011 Jeep Wrangler Unlimited Sport,6,52,85,Jeep,15,19,Manual transmission,237,202,2011,True
2011 Jeep Wrangler Unlimited Sport AT,6,52,85,Jeep,15,19,Automatic transmission,237,202,2011,True
2011 Jeep Wrangler Unlimited Sport S,6,52,85,Jeep,15,19,Manual transmission,237,202,2011,True
2011 Jeep Wrangler Unlimited Sport S AT,6,52,85,Jeep,15,19,Automatic transmission,237,202,2011,True
2011 Jeep Wrangler Unlimited Sport RHD,6,52,85,Jeep,15,19,Automatic transmission,237,202,2011,True
2011 Jeep Wrangler Unlimited Sahara,6,52,85,Jeep,15,19,Manual transmission,237,202,2011,True
2011 Jeep Wrangler Unlimited Sahara AT,6,52,85,Jeep,15,19,Automatic transmission,237,202,2011,True
2011 Jeep Wrangler Unlimited Sahara 70th Anniversary,39,52,85,Jeep,15,19,Manual transmission,237,202,2011,True
2011 Jeep Wrangler Unlimited Sahara 70th Anniversary AT,39,52,85,Jeep,15,19,Automatic transmission,237,202,2011,True
2011 Jeep Wrangler Unlimited Mojave,6,52,85,Jeep,15,19,Manual transmission,237,202,2011,True
2011 Jeep Wrangler Unlimited Mojave AT,6,52,85,Jeep,15,19,Automatic transmission,237,202,2011,True
2011 Jeep Wrangler Unlimited Rubicon,39,52,85,Jeep,15,19,Manual transmission,237,202,2011,True
2011 Jeep Wrangler Unlimited Rubicon AT,39,52,85,Jeep,15,19,Automatic transmission,237,202,2011,True
2010 Jeep Wrangler Sport,8,41,55,Jeep,15,19,Manual transmission,240,205,2010,True
2010 Jeep Wrangler Sport AT,8,41,55,Jeep,15,19,Automatic transmission,240,205,2010,True
2010 Jeep Wrangler Sahara,8,64,55,Jeep,15,19,Manual transmission,240,205,2010,True
2010 Jeep Wrangler Sahara AT,8,64,55,Jeep,15,19,Automatic transmission,240,205,2010,True
2010 Jeep Wrangler Rubicon,8,64,55,Jeep,15,19,Manual transmission,240,205,2010,True
2010 Jeep Wrangler Rubicon AT,8,64,55,Jeep,15,19,Automatic transmission,240,205,2010,True
2010 Jeep Wrangler Unlimited Sport,6,57,55,Jeep,15,20,Automatic transmission,240,205,2010,True
2010 Jeep Wrangler Unlimited Sport 4x4,6,57,55,Jeep,15,19,Manual transmission,240,205,2010,True
2010 Jeep Wrangler Unlimited Sport AT 4x4,6,57,55,Jeep,15,19,Automatic transmission,240,205,2010,True
2010 Jeep Wrangler Unlimited Sahara,6,75,55,Jeep,15,20,Automatic transmission,240,205,2010,True
2010 Jeep Wrangler Unlimited Sahara 4x4,6,75,55,Jeep,15,19,Manual transmission,240,205,2010,True
2010 Jeep Wrangler Unlimited Sahara AT 4x4,6,75,55,Jeep,15,19,Automatic transmission,240,205,2010,True
2010 Jeep Wrangler Unlimited Rubicon,6,75,55,Jeep,15,19,Manual transmission,240,205,2010,True
2010 Jeep Wrangler Unlimited Rubicon AT,6,75,55,Jeep,15,19,Automatic transmission,240,205,2010,True
2010 Jeep Wrangler Unlimited Sport RHD,6,52,85,Jeep,15,19,Automatic transmission,240,205,2010,True
2010 GMC Canyon WT 2WD AT,127,22,181,GMC,18,25,Automatic transmission,190,185,2010,True
2010 GMC Canyon WT 4WD,181,22,206,GMC,18,24,Manual transmission,190,185,2010,True
2010 GMC Canyon WT 4WD AT,181,22,206,GMC,17,23,Automatic transmission,190,185,2010,True
2010 GMC Canyon WT 2WD 3.7L,127,22,181,GMC,17,23,Automatic transmission,242,242,2010,True
2010 GMC Canyon WT 4WD 3.7L,181,22,206,GMC,17,23,Automatic transmission,242,242,2010,True
2010 Maserati Quattroporte,157,233,102,Maserati,12,20,Automatic transmission,339,400,2010,True
2010 Maserati Quattroporte S,157,233,102,Maserati,12,19,Automatic transmission,361,425,2010,True
2010 Maserati Quattroporte Sport GT S,157,233,102,Maserati,12,19,Automatic transmission,361,433,2010,True
2011 Honda Ridgeline RT,249,137,184,Honda,15,20,Automatic transmission,247,250,2011,True
2011 Honda Ridgeline RTS,249,137,184,Honda,15,20,Automatic transmission,247,250,2011,True
