county,state,population,housing_units,urban_pct,low_access_1,low_access_10,low_access_20,carless_pct
Essex,NY,39370,16262,0.0,29059,1021,0,8.8
Essex,VA,11151,4517,33.33333333333333,9992,1541,0,5.6
Essex,VT,6306,2818,0.0,5936,1877,0,6.0
Estill,KY,14672,5984,0.0,11970,26,0,7.5
Etowah,AL,104430,42036,70.0,69299,0,0,6.5
Eureka,NV,1987,836,0.0,1987,1953,1848,0.0
Evangeline,LA,33984,12829,25.0,24005,2475,0,11.5
Evans,GA,11000,4033,0.0,7607,0,0,8.3
Fairbanks North Star,AK,97581,36441,68.42105263157895,72969,3784,457,5.5
Fairfax,VA,1081726,391627,98.06201550387597,221042,0,0,4.5
Fairfax,VA,1081726,391627,98.06201550387597,221042,0,0,5.8
Fairfield,CT,916829,335545,92.89099526066352,308217,0,0,8.2
Fairfield,OH,146156,54310,60.71428571428571,95142,11,0,5.3
Fairfield,SC,23956,9419,20.0,19511,3580,0,11.5
Fall River,SD,7094,3272,50.0,4487,1674,888,4.7
Fallon,MT,2890,1233,0.0,1086,648,164,3.1
Falls Church,VA,12332,5101,100.0,165,0,0,5.6
Falls,TX,17866,6302,33.33333333333333,13043,5612,0,7.8
Fannin,GA,23682,10187,0.0,20067,28,0,4.6
Fannin,TX,33915,12149,22.22222222222222,28577,6622,46,4.4
Faribault,MN,14553,6236,16.666666666666664,9096,2215,0,5.1
Faulk,SD,2364,869,0.0,2364,2361,1854,4.0
Faulkner,AR,113237,42614,60.0,86292,659,0,5.0
Fauquier,VA,65203,23658,17.647058823529413,47831,347,0,2.9
Fayette,AL,17241,7100,0.0,12302,179,0,11.2
Fayette,GA,106567,38167,70.0,72465,0,0,2.4
Fayette,IA,20880,8634,28.57142857142857,10736,965,0,4.6
Fayette,IL,22140,8311,28.57142857142857,16678,4862,0,6.4
Fayette,IN,24277,9719,57.14285714285714,14926,139,0,10.1
Fayette,KY,295803,123043,91.46341463414635,73436,0,0,8.3
Fayette,OH,29030,11436,57.14285714285714,13920,0,0,6.6
Fayette,PA,136606,55997,47.22222222222222,78731,2188,0,9.2
Fayette,TN,38413,14505,9.090909090909092,31610,4468,0,4.2
Fayette,TX,24554,10078,14.285714285714285,17539,6500,13,4.3
Fayette,WV,46039,18813,33.33333333333333,32319,444,0,8.9
Fentress,TN,17959,7250,0.0,14535,49,0,9.1
Fergus,MT,11586,5099,50.0,6159,3356,1549,5.0
Ferry,WA,7551,3190,0.0,6447,3695,1462,6.1
Fillmore,MN,20866,8545,0.0,13251,537,0,7.3
Fillmore,NE,5890,2483,0.0,3674,1409,0,2.0
Finney,KS,36776,12359,83.33333333333334,14018,1042,133,3.9
Fisher,TX,3974,1668,0.0,2442,676,0,6.1
Flagler,FL,95696,39186,75.0,71044,295,0,4.3
Flathead,MT,90928,37504,36.84210526315789,52879,3118,670,3.5
Fleming,KY,14348,5729,0.0,11498,846,0,7.8
Florence,SC,136885,52653,51.515151515151516,82599,0,0,8.8
Florence,WI,4423,1987,0.0,4267,1920,4,4.1
Floyd,GA,96317,35930,65.0,62761,107,0,7.8
Floyd,IA,16303,6886,40.0,9293,2653,0,7.2
Floyd,IN,74578,29479,75.0,34966,0,0,7.3
Floyd,KY,39451,16060,10.0,33574,0,0,11.7
Floyd,TX,6446,2402,50.0,1551,338,27,6.3
Floyd,VA,15279,6415,0.0,14189,4253,0,3.5
Fluvanna,VA,25691,9449,25.0,23680,43,0,3.7
Foard,TX,1336,573,0.0,1336,1336,1077,3.7
Fond du Lac,WI,101633,40697,65.0,53543,1554,0,5.5
Ford,IL,14081,5676,40.0,6204,1573,0,4.8
Ford,KS,33848,11145,57.14285714285714,15575,2902,1062,5.6
Forest,PA,7716,2511,0.0,5802,89,0,5.9
Forest,WI,9304,3836,0.0,7493,3501,192,5.9
Forrest,MS,74934,28746,76.47058823529412,37731,2315,0,7.9
Forsyth,GA,175511,59433,88.88888888888889,119301,0,0,2.5
Forsyth,NC,350670,141163,91.3978494623656,173309,0,0,8.1
Fort Bend,TX,585375,187384,86.8421052631579,325957,1441,0,2.6
Foster,ND,3343,1495,0.0,1253,612,287,3.6
Fountain,IN,17240,6935,20.0,9500,519,0,4.2
Franklin,AL,31704,12286,22.22222222222222,21139,872,0,5.9
Franklin,AR,18125,7037,0.0,13846,1185,0,4.6
Franklin,FL,11549,4254,0.0,7715,179,0,8.9
Franklin,GA,22084,8540,0.0,17357,298,0,8.3
Franklin,IA,10680,4332,33.33333333333333,6506,1767,0,5.9
Franklin,ID,12786,4079,0.0,8662,919,75,3.0
Franklin,IL,39561,16617,58.333333333333336,23387,749,0,8.0
Franklin,IN,23087,8579,0.0,18322,1709,0,3.7
Franklin,KS,25992,10104,60.0,22495,1997,0,4.5
Franklin,KY,49285,20662,72.72727272727273,26543,226,0,5.2
Franklin,LA,20767,7904,16.666666666666664,14746,1230,0,9.6
Franklin,MA,71372,30462,44.44444444444444,50691,219,0,6.7
Franklin,ME,30768,13000,11.11111111111111,22897,137,14,5.5
Franklin,MO,101492,39170,23.52941176470588,61183,973,0,5.1
Franklin,MS,8118,3211,0.0,6976,2578,0,5.3
Franklin,NC,60619,23023,8.333333333333332,52501,2042,0,6.5
Franklin,NE,3225,1406,0.0,2185,1548,0,3.3
Franklin,NY,51599,19054,21.428571428571427,35936,4360,8,10.1
Franklin,OH,1163414,477235,97.88732394366197,319428,0,0,8.3
Franklin,PA,149618,58389,59.25925925925925,98276,2474,0,5.4
Franklin,TN,41052,16011,22.22222222222222,33515,3240,0,5.7
Franklin,TX,10605,4159,66.66666666666666,7755,521,0,5.2
Franklin,VA,56159,22780,10.0,54056,5881,0,5.2
Franklin,VA,56159,22780,10.0,54056,5881,0,13.8
Franklin,VT,47746,18513,30.0,33385,1186,0,6.2
Franklin,WA,78163,23245,76.92307692307693,39429,4910,52,5.1
Frederick,MD,233385,84800,63.934426229508205,113571,0,0,4.9
Frederick,VA,78305,28864,42.857142857142854,49201,1769,0,3.7
Fredericksburg,VA,24286,9505,100.0,6390,0,0,10.7
Freeborn,MN,31255,13177,40.0,22413,609,0,6.4
Freestone,TX,19816,7259,42.857142857142854,15068,2580,0,5.7
Fremont,CO,46824,16582,78.57142857142857,30720,3359,171,5.7
Fremont,IA,7441,3064,0.0,6459,3370,0,4.0
Fremont,ID,13242,4436,33.33333333333333,8848,1263,423,1.2
Fremont,WY,40123,15455,30.0,21780,4283,767,5.1
Fresno,CA,930450,289391,85.42713567839196,244520,15416,355,9.0
Frio,TX,17217,4854,66.66666666666666,7930,509,22,7.9
Frontier,NE,2756,1168,0.0,2756,2756,1816,3.3
Fulton,AR,12245,5196,0.0,10787,1687,0,4.8
Fulton,GA,920581,376377,100.0,263833,0,0,11.7
Fulton,IL,37069,14536,25.0,19035,3646,0,6.9
Fulton,IN,20836,8237,16.666666666666664,15675,1169,0,7.1
Fulton,KY,6813,2864,0.0,2404,2,0,13.5
Fulton,NY,55531,22554,53.333333333333336,30668,117,0,8.9
Fulton,OH,42698,16188,44.44444444444444,30029,0,0,3.6
Fulton,PA,14845,6014,0.0,12443,1850,0,5.8
Furnas,NE,4959,2185,0.0,3308,2341,8,6.9
Gadsden,FL,46389,16952,11.11111111111111,33642,694,0,10.5
Gage,NE,22311,9422,57.14285714285714,12020,3647,0,5.5
Gaines,TX,17526,5606,33.33333333333333,9658,618,0,5.2
Galax,VA,7042,2922,100.0,396,0,0,17.7
Gallatin,IL,5589,2403,0.0,5589,4856,0,5.4
Gallatin,KY,8589,3160,0.0,6766,0,0,5.9
Gallatin,MT,89513,36550,54.54545454545454,51647,7291,2533,4.0
Gallia,OH,30934,12062,14.285714285714285,25414,898,0,8.4
Galveston,TX,291309,108969,89.55223880597015,140270,2934,0,6.4
Garden,NE,2057,961,0.0,2056,2054,1860,2.1
Garfield,CO,56389,20359,45.454545454545446,31257,504,55,4.3
Garfield,MT,1206,532,0.0,851,666,501,1.6
Garfield,NE,2049,935,0.0,810,208,39,3.0
Garfield,OK,60580,24175,66.66666666666666,25749,3066,0,4.2
Garfield,UT,5172,1930,0.0,3131,1811,1495,6.5
Garfield,WA,2266,989,0.0,2266,2258,1814,0.9
Garland,AR,96024,40994,65.0,68732,1850,0,7.4
Garrard,KY,16912,6668,0.0,16912,868,0,5.0
Garrett,MD,30097,12057,14.285714285714285,25362,117,0,7.9
Garvin,OK,27576,11069,22.22222222222222,18663,7080,87,4.8
Garza,TX,6461,1671,100.0,1281,290,13,7.0
Gasconade,MO,15222,6250,20.0,9597,953,0,5.2
Gaston,NC,206086,79867,76.92307692307693,108397,0,0,6.5
Gates,NC,12197,4665,0.0,11436,4,0,4.1
Geary,KS,34362,12690,75.0,20421,299,0,5.4
Geauga,OH,93389,34264,33.33333333333333,78039,11,0,7.7
Gem,ID,16719,6495,33.33333333333333,12552,1193,132,4.5
Genesee,MI,425790,169202,80.91603053435115,207332,0,0,8.9
Genesee,NY,60079,23728,53.333333333333336,38388,0,0,7.1
Geneva,AL,26790,10920,16.666666666666664,18256,9,0,6.2
Gentry,MO,6738,2674,0.0,2851,222,0,5.2
George,MS,22578,7982,20.0,19474,2299,0,5.5
Georgetown,SC,60158,24524,33.33333333333333,37994,3006,0,6.6
Gibson,IN,33503,13255,28.57142857142857,20085,482,0,4.9
Gibson,TN,49683,19690,35.714285714285715,33687,35,0,6.5
Gila,AZ,53597,22000,37.5,32702,6372,912,7.2
Gilchrist,FL,16939,6121,0.0,14638,99,0,6.3
Giles,TN,29485,11875,0.0,22017,3482,0,6.1
Giles,VA,17286,7215,0.0,12829,128,0,7.1
Gillespie,TX,24837,10572,0.0,15601,2568,0,3.2
Gilliam,OR,1871,864,0.0,1180,1022,726,4.6
Gilmer,GA,28292,11314,20.0,25206,168,0,5.8
Gilmer,WV,8693,2753,100.0,7243,451,0,8.7
Gilpin,CO,5441,2460,0.0,5440,0,0,4.5
Glacier,MT,13399,4361,25.0,6478,2678,717,9.4
Glades,FL,12884,4533,25.0,9906,2605,0,5.5
Gladwin,MI,25692,10753,11.11111111111111,21240,2042,0,7.4
Glascock,GA,3082,1162,0.0,3081,2165,0,3.0
Glasscock,TX,1226,441,0.0,1226,1204,939,0.5
Glenn,CA,28122,9800,50.0,14567,1417,216,7.1
Gloucester,NJ,288288,104271,87.3015873015873,179353,0,0,6.0
Gloucester,VA,36858,14293,12.5,28032,0,0,3.9
Glynn,GA,79626,31774,86.66666666666667,46462,484,0,7.4
Gogebic,MI,16427,7037,28.57142857142857,9589,3303,292,11.2
Golden Valley,MT,884,363,0.0,884,884,833,2.2
Golden Valley,ND,1680,774,0.0,661,396,82,7.1
Goliad,TX,7210,2868,0.0,5159,2670,0,6.8
Gonzales,TX,19807,7120,50.0,13274,3359,6,7.3
Goochland,VA,21717,7998,0.0,20344,2199,0,1.8
Goodhue,MN,46183,18730,30.0,29621,3168,0,5.3
Gooding,ID,15464,5531,0.0,8500,1977,0,2.3
Gordon,GA,55186,19715,44.44444444444444,40913,0,0,4.9
Goshen,WY,13249,5311,0.0,8120,2737,828,2.1
Gosper,NE,2044,849,0.0,2044,1298,0,2.2
Gove,KS,2695,1154,0.0,2695,2625,916,2.2
Grady,GA,25011,9418,0.0,17728,795,0,9.4
Grady,OK,52431,19892,50.0,38622,3802,0,3.8
Grafton,NH,89118,35986,10.526315789473683,62301,2487,0,6.0
Graham,AZ,37220,11120,44.44444444444444,29808,4343,2267,5.5
Graham,KS,2597,1196,0.0,1065,576,0,2.7
Graham,NC,8861,3701,0.0,7479,251,0,6.0
Grainger,TN,22657,9029,0.0,19428,0,0,4.5
Grand Forks,ND,66861,27417,77.77777777777779,26153,6025,297,7.3
Grand Isle,VT,6970,2902,0.0,6970,222,0,4.0
Grand Traverse,MI,86986,35328,50.0,55246,0,0,4.9
Grand,CO,14843,6469,0.0,11189,2881,2274,2.2
Grand,UT,9225,3889,50.0,4040,214,107,3.1
Granite,MT,3079,1417,0.0,3045,1957,312,2.1
Grant,AR,17853,6933,50.0,13365,1905,0,2.7
Grant,IN,70061,27245,62.5,36570,386,0,8.7
Grant,KS,7829,2716,50.0,2057,405,0,2.4
Grant,KY,24662,8614,0.0,22428,1604,0,4.7
Grant,LA,22309,7496,0.0,20939,5050,0,4.4
Grant,MN,6018,2601,0.0,4841,2693,0,3.8
Grant,ND,2394,1128,0.0,1730,1252,408,3.7
Grant,NE,614,277,0.0,613,613,613,3.3
Grant,NM,29514,12586,25.0,19160,3759,1497,5.0
Grant,OK,4527,1910,0.0,3477,2798,0,1.0
Grant,OR,7445,3352,0.0,5737,2963,1273,5.2
Grant,SD,7356,3089,0.0,3666,1390,108,3.2
Grant,WA,89120,30041,37.5,48734,4950,191,5.7
Grant,WI,51208,19396,33.33333333333333,28106,4160,0,4.7
Grant,WV,11937,4941,0.0,9605,1877,0,7.0
Granville,NC,59916,20628,30.76923076923077,46719,1309,0,5.4
Gratiot,MI,42476,14852,40.0,22883,818,0,7.5
Graves,KY,37121,14978,22.22222222222222,28289,2546,0,9.1
Gray,KS,6006,2153,0.0,5997,3183,630,2.0
Gray,TX,22535,8443,85.71428571428571,6551,875,19,4.3
Grays Harbor,WA,72797,28579,41.17647058823529,37736,4303,1781,7.1
Grayson,KY,25746,10082,0.0,20682,4917,0,5.4
Grayson,TX,120877,46905,50.0,84244,7325,0,6.1
Grayson,VA,15533,6846,0.0,14449,2719,0,6.8
Greeley,KS,1247,525,0.0,1246,1246,1149,2.3
Greeley,NE,2538,1069,0.0,2064,1572,0,3.2
Green Lake,WI,19051,7919,33.33333333333333,10325,338,0,6.9
Green,KY,11258,4601,0.0,8858,730,0,7.5
Green,WI,36842,14866,50.0,23981,202,0,4.4
Greenbrier,WV,35480,15443,28.57142857142857,25245,1555,0,6.9
Greene,AL,9045,3764,0.0,7299,3286,0,17.0
Greene,AR,42090,16425,44.44444444444444,28547,2092,0,3.9
Greene,GA,15994,6519,14.285714285714285,10994,527,0,9.1
Greene,IA,9336,3996,25.0,6784,815,0,7.2
Greene,IL,13886,5570,40.0,6181,6,0,5.4
Greene,IN,33165,13487,33.33333333333333,20508,2262,0,5.4
Greene,MO,275174,114244,83.87096774193549,108636,0,0,6.5
Greene,MS,14400,4306,0.0,12999,2217,0,5.7
Greene,NC,21362,7313,0.0,20740,0,0,7.9
Greene,NY,49221,19823,13.333333333333334,39087,15,0,7.6
Greene,OH,161573,62770,71.42857142857143,85915,0,0,5.3
Greene,PA,38686,14724,22.22222222222222,26331,3598,0,7.9
Greene,TN,68831,28018,33.33333333333333,49970,2538,0,5.3
Greene,VA,18403,6780,33.33333333333333,15394,0,0,4.0
Greenlee,AZ,8437,3188,33.33333333333333,8435,2824,1756,3.3
Greensville,VA,12243,3566,0.0,11469,65,0,10.7
Greenup,KY,36910,14671,55.55555555555556,23793,233,0,5.8
Greenville,SC,451225,176531,85.58558558558559,231083,137,0,6.6
Greenwood,KS,6689,2988,33.33333333333333,4198,2743,41,5.4
Greenwood,SC,69661,27547,35.714285714285715,37425,579,0,8.3
Greer,OK,6239,2181,50.0,3255,550,0,8.7
Gregg,TX,121730,45798,80.0,53505,0,0,6.8
Gregory,SD,4271,1936,0.0,3038,1583,743,6.2
Grenada,MS,21906,8779,60.0,13220,2182,0,8.3
Griggs,ND,2420,1131,0.0,1426,794,10,4.3
Grimes,TX,26604,8902,0.0,21685,8679,11,5.9
Grundy,IA,12453,5131,0.0,9842,1389,0,3.9
Grundy,IL,50063,18546,50.0,30030,0,0,3.9
Grundy,MO,10261,4204,50.0,6187,1306,0,8.0
Grundy,TN,13703,5405,0.0,11565,920,0,6.3
Guadalupe,NM,4687,1766,0.0,2615,1335,1159,5.1
Guadalupe,TX,131533,45762,65.51724137931035,106379,1131,0,3.6
Guernsey,OH,40087,16210,50.0,29486,1286,0,7.6
Guilford,NC,488406,196628,88.23529411764706,199269,0,0,7.1
Gulf,FL,15863,5335,0.0,12372,832,0,5.2
Gunnison,CO,15324,6516,25.0,7678,1362,326,2.5
Guthrie,IA,10954,4544,0.0,7323,1228,0,2.9
Gwinnett,GA,805321,268519,100.0,326505,0,0,3.3
Haakon,SD,1937,850,0.0,1077,800,587,0.7
Habersham,GA,43041,15472,25.0,36416,173,0,4.9
Haines,AK,2508,1149,0.0,1524,519,421,6.2
Hale,AL,15760,6273,0.0,12855,87,0,12.9
Hale,TX,36273,11846,55.55555555555556,14589,431,0,4.4
Halifax,NC,54691,21970,41.66666666666667,32960,4283,0,12.6
Halifax,VA,36241,15085,22.22222222222222,30027,6967,0,9.1
Hall,GA,179684,60691,58.333333333333336,122214,11,0,5.7
Hall,NE,58607,22196,78.57142857142857,18895,3335,0,6.1
Hall,TX,3353,1372,0.0,1333,819,518,10.0
Hamblen,TN,62544,24560,83.33333333333334,38890,0,0,5.9
Hamilton,FL,14799,4617,0.0,12481,2966,0,7.7
Hamilton,IA,15673,6540,20.0,9547,2007,0,6.1
Hamilton,IL,8457,3489,33.33333333333333,5390,1547,0,3.3
Hamilton,IN,274569,99835,92.30769230769232,163011,0,0,2.5
Hamilton,KS,2690,1060,0.0,2690,2690,2529,3.6
Hamilton,NE,9124,3563,33.33333333333333,4710,484,0,3.2
Hamilton,NY,4836,2262,0.0,4262,1330,24,5.3
Hamilton,OH,802374,333945,97.2972972972973,241861,0,0,12.4
Hamilton,TN,336463,136682,89.02439024390245,167663,0,0,7.7
Hamilton,TX,8517,3442,33.33333333333333,4944,1389,0,5.9
Hamlin,SD,5903,2108,0.0,5902,5643,1147,3.1
Hampden,MA,463490,179927,91.2621359223301,168864,2512,0,13.6
Hampshire,MA,158080,58702,72.22222222222221,91640,4339,0,7.9
Hampshire,WV,23964,9595,0.0,20797,6117,0,9.4
Hampton,SC,21090,7598,0.0,15626,1254,0,8.5
Hampton,VA,137436,55031,94.11764705882352,33464,0,0,8.6
Hancock,GA,9429,3341,50.0,7741,798,0,13.0
Hancock,IA,11341,4741,0.0,6266,1423,0,3.6
Hancock,IL,19104,8040,28.57142857142857,18941,5074,0,4.2
Hancock,IN,70002,26304,50.0,55504,0,0,2.7
Hancock,KY,8565,3285,33.33333333333333,6395,30,0,3.6
Hancock,ME,54418,24221,0.0,43938,3364,23,7.4
Hancock,MS,43929,17380,57.14285714285714,36812,2477,0,5.0
Hancock,OH,74782,30197,53.84615384615385,33601,0,0,6.3
Hancock,TN,6819,2825,0.0,5489,95,0,8.5
Hancock,WV,30676,13297,87.5,17069,0,0,7.6
Hand,SD,3431,1494,0.0,1901,1177,215,4.5
Hanover,VA,99863,36589,52.17391304347826,58950,0,0,2.5
Hansford,TX,5613,2006,0.0,2349,1937,26,3.4
Hanson,SD,3331,1045,0.0,2867,595,0,1.0
Haralson,GA,28780,10757,20.0,19801,0,0,4.6
Hardee,FL,27731,8245,16.666666666666664,19551,2628,0,7.9
Hardeman,TN,27253,9301,0.0,22774,3509,0,10.4
Hardeman,TX,4139,1722,0.0,1727,1068,0,10.0
Hardin,IA,17534,7296,33.33333333333333,8779,2321,0,4.9
Hardin,IL,4320,1915,0.0,3204,1025,0,8.6
Hardin,KY,105543,39853,72.72727272727273,63735,3775,0,6.0
Hardin,OH,32058,11762,42.857142857142854,18463,649,0,7.6
Hardin,TN,26026,10643,33.33333333333333,18827,1863,0,6.9
Hardin,TX,54635,20462,45.454545454545446,37470,4834,185,3.8
Harding,NM,695,349,0.0,694,694,688,3.7
Harding,SD,1255,539,0.0,1254,1254,1210,1.4
Hardy,WV,14025,5818,0.0,11193,4797,0,7.6
Harford,MD,244826,90218,77.19298245614034,115107,0,0,5.0
Harlan,KY,29278,11789,18.181818181818183,22656,14,0,12.8
Harlan,NE,3423,1519,0.0,2055,238,0,3.6
Harmon,OK,2922,1112,0.0,785,242,0,6.9
Harnett,NC,114678,41594,29.629629629629626,87239,0,0,5.1
Harney,OR,7422,3205,50.0,3556,1761,1148,4.0
Harper,KS,6034,2545,0.0,2297,1121,0,4.6
Harper,OK,3685,1527,0.0,2265,1906,189,3.4
Harris,GA,32024,11823,0.0,28821,41,0,3.1
Harris,TX,4092459,1435155,97.45547073791349,1128595,0,0,6.7
Harrison,IA,14928,5987,20.0,9304,2276,0,4.6
Harrison,IN,39364,15192,0.0,34525,10,0,4.3
Harrison,KY,18846,7343,20.0,12702,1353,0,5.7
Harrison,MO,8957,3669,33.33333333333333,6148,2275,0,4.5
Harrison,MS,187105,71476,80.43478260869566,126320,5073,0,5.5
Harrison,OH,15864,6526,20.0,11906,40,0,5.5
Harrison,TX,65631,24523,35.714285714285715,45037,3695,0,5.3
Harrison,WV,69099,28533,45.454545454545446,39203,274,0,9.3
Harrisonburg,VA,48914,15988,100.0,4883,0,0,9.5
Hart,GA,25213,10121,0.0,19332,0,0,4.5
Hart,KY,18199,7097,0.0,14186,1496,0,11.9
Hartford,CT,894014,350854,91.96428571428572,339158,0,0,10.9
Hartley,TX,6062,1771,0.0,3446,1450,471,1.8
Harvey,KS,34684,13411,50.0,17700,336,0,3.5
Haskell,KS,4256,1510,0.0,4256,4256,3896,2.2
Haskell,OK,12769,5044,0.0,9743,4806,0,6.5
Haskell,TX,5899,2297,50.0,3424,334,0,6.7
Hawaii,HI,185079,67096,38.23529411764706,147588,12970,148,4.7
Hawkins,TN,56833,23343,30.76923076923077,48165,307,0,4.9
Hayes,NE,967,414,0.0,967,967,825,2.9
Hays,TX,157107,55245,32.0,120210,228,0,3.3
Haywood,NC,59036,25563,31.25,41433,1206,0,5.1
Haywood,TN,18787,7459,50.0,10055,2019,0,11.8
Heard,GA,11834,4400,0.0,10951,420,0,6.5
Hemphill,TX,3807,1382,0.0,1113,403,22,5.5
Hempstead,AR,22609,8839,40.0,15207,3081,0,7.6
Henderson,IL,7331,3149,0.0,4958,101,0,2.6
Henderson,KY,46250,18705,54.54545454545454,22691,453,0,9.5
Henderson,NC,106740,45448,55.55555555555556,71590,45,0,6.0
Henderson,TN,27769,11224,0.0,22916,2013,0,6.6
Henderson,TX,78532,31020,29.411764705882355,60511,1090,0,4.4
Hendricks,IN,145448,52368,71.42857142857143,106022,0,0,2.1
Hendry,FL,39140,12025,28.57142857142857,24310,2392,544,8.3
Hennepin,MN,1152425,475913,97.9933110367893,388034,0,0,10.3
Henrico,VA,306935,124601,92.1875,90839,0,0,5.6
Henry,AL,17302,6994,16.666666666666664,12523,386,0,7.1
Henry,GA,203922,70255,84.0,146882,0,0,3.1
Henry,IA,20145,7666,40.0,12139,3375,0,4.0
Henry,IL,50486,20373,46.15384615384616,27595,1433,0,4.7
Henry,IN,49462,19077,53.84615384615385,25907,113,0,5.8
Henry,KY,15416,5963,0.0,12976,1281,0,4.6
Henry,MO,22272,9405,50.0,13248,2980,0,5.6
Henry,OH,28215,10934,14.285714285714285,20083,1878,0,5.1
Henry,TN,32330,13604,33.33333333333333,25345,2764,0,5.6
Henry,VA,54151,23151,42.857142857142854,45343,569,0,6.9
Herkimer,NY,64519,26324,42.10526315789473,36801,1927,0,9.9
Hernando,FL,172778,71745,68.88888888888889,98903,11,0,5.0
Hertford,NC,24669,9334,20.0,18592,714,0,10.8
Hettinger,ND,2477,1056,0.0,2476,2476,2265,2.7
Hickman,KY,4902,2028,0.0,3808,159,0,4.5
Hickman,TN,24690,8976,0.0,21385,2279,0,5.7
Hickory,MO,9627,4371,0.0,9096,673,0,5.0
Hidalgo,NM,4894,1936,0.0,2286,1415,587,11.1
Hidalgo,TX,774769,216471,86.72566371681415,439880,2303,168,6.8
Highland,OH,43589,16693,22.22222222222222,31465,1681,0,7.9
Highland,VA,2321,1081,0.0,2321,2321,747,9.2
Highlands,FL,98786,42604,48.14814814814815,70456,2848,0,6.6
Hill,MT,16096,6275,50.0,9935,4020,1918,7.3
Hill,TX,35089,13238,27.27272727272727,23566,656,0,5.2
Hillsborough,FL,1229226,474030,91.2772585669782,434864,108,0,7.1
Hillsborough,NH,400721,155466,75.5813953488372,210921,0,0,5.9
Hillsdale,MI,46688,17792,16.666666666666664,34876,330,0,7.0
Hinds,MS,245285,91351,89.0625,106822,3740,0,8.2
Hinsdale,CO,843,362,0.0,842,842,807,3.3
Hitchcock,NE,2908,1301,0.0,2908,2539,593,3.0
Hocking,OH,29380,11369,14.285714285714285,25775,112,0,5.7
Hockley,TX,22935,8242,42.857142857142854,13114,2659,0,5.2
Hodgeman,KS,1916,803,0.0,1915,1902,1473,0.6
Hoke,NC,46952,16532,22.22222222222222,39370,0,0,6.8
Holmes,FL,19927,7354,25.0,17111,3641,0,7.0
Holmes,MS,19198,6926,0.0,12393,4362,0,13.5
Holmes,OH,42366,12554,12.5,36411,0,0,30.3
Holt,MO,4912,2133,0.0,4911,4888,902,7.4
Holt,NE,10435,4447,25.0,5561,2580,420,3.4
Honolulu,HI,953207,311047,92.21311475409836,232796,4,0,10.1
Hood River,OR,22346,8173,50.0,10686,223,0,5.4
Hood,TX,51182,20795,40.0,39022,1415,0,2.9
Hooker,NE,736,326,0.0,735,735,735,0.0
Hoonah-Angoon,AK,2150,913,0.0,2043,1694,1602,29.1
Hopewell,VA,22591,9129,85.71428571428571,6608,0,0,11.8
Hopkins,KY,46920,18980,41.66666666666667,30015,1048,0,6.7
Hopkins,TX,35161,13308,44.44444444444444,24515,2512,0,5.4
Horry,SC,269291,112225,63.888888888888886,156500,397,0,5.5
Hot Spring,AR,32923,12664,42.857142857142854,24312,5544,0,5.3
Hot Springs,WY,4812,2185,50.0,1517,386,116,4.9
Houghton,MI,36628,14232,36.36363636363637,16515,1946,97,8.3
Houston,AL,101547,40969,63.63636363636363,57218,0,0,6.2
Houston,GA,139900,53051,78.2608695652174,80333,437,0,4.3
Houston,MN,19027,7849,40.0,10894,370,0,4.8
Houston,TN,8426,3349,0.0,6747,295,0,4.6
Houston,TX,23732,8656,28.57142857142857,17998,8010,2,8.0
Howard,AR,13789,5365,33.33333333333333,9503,1021,0,9.4
Howard,IA,9566,3944,33.33333333333333,5859,3588,0,6.9
Howard,IN,82752,34301,70.0,44424,849,0,8.4
Howard,MD,287085,104749,90.90909090909092,96625,0,0,3.7
Howard,MO,10144,3981,33.33333333333333,7602,1750,0,6.0
Howard,NE,6274,2625,0.0,3935,1286,0,3.0
Howard,TX,35012,11333,60.0,24427,1529,35,6.6
Howell,MO,40400,16192,25.0,28946,4203,0,7.2
Hubbard,MN,20428,8661,14.285714285714285,16701,4206,22,4.6
Hudson,NJ,634266,246437,100.0,3367,0,0,32.5
Hudspeth,TX,3476,1174,0.0,3475,3473,3064,5.1
Huerfano,CO,6711,3137,50.0,3817,2481,657,6.7
Hughes,OK,14003,5050,20.0,8588,3238,121,6.2
Hughes,SD,17022,7066,75.0,7804,1244,452,7.0
Humboldt,CA,134623,56031,53.333333333333336,52443,4970,46,8.1
Humboldt,IA,9815,4209,50.0,4517,1623,0,3.7
Humboldt,NV,16528,6289,25.0,9585,2586,1851,3.9
Humphreys,MS,9375,3373,33.33333333333333,5266,1228,0,13.9
Humphreys,TN,18538,7454,20.0,13229,569,0,5.6
Hunt,TX,86129,32076,31.57894736842105,61282,2748,0,6.5
Hunterdon,NJ,128349,47169,42.30769230769231,99591,0,0,4.2
Huntingdon,PA,45913,17280,16.666666666666664,31584,977,0,7.1
Huntington,IN,37124,14218,55.55555555555556,23281,2685,0,4.8
Huron,MI,33118,14348,8.333333333333332,28911,8258,0,6.0
Huron,OH,59626,22820,46.15384615384616,33773,52,0,7.5
Hutchinson,SD,7343,2930,0.0,4743,2689,0,3.2
Hutchinson,TX,22150,8812,71.42857142857143,12289,2397,59,6.1
Hyde,NC,5810,2119,0.0,5517,3439,2,6.1
Hyde,SD,1420,600,0.0,1420,1412,1237,2.2
Iberia,LA,73240,26778,60.0,36682,0,0,9.7
Iberville,LA,33387,11072,28.57142857142857,20379,436,0,10.6
Ida,IA,7089,3052,0.0,3651,75,0,5.3
